region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,vin,drive,size,type,paint_color,county,state,lat,long
nashville,0,2014.0,ford,f-150 xlt,excellent,6 cylinders,gas,60000.0,rebuilt,automatic,,4wd,full-size,truck,custom,,tn,36.1036,-86.7418
greensboro,0,2014.0,,Freightliner Cascadia,,,diesel,,clean,automatic,,,,,,,nc,36.0753,-79.9394
greensboro,2500,2009.0,chevrolet,express 3500 cargo van,fair,8 cylinders,gas,300000.0,clean,automatic,1GCHG39C691119594,rwd,,van,white,,nc,36.0036,-80.0036
greensboro,17000,2015.0,chevrolet,express 3500 passenger,like new,8 cylinders,gas,94000.0,clean,automatic,1GAZG1FF7F1110818,rwd,full-size,van,white,,nc,36.0346,-79.7908
greensboro,6200,2008.0,bmw,335i,excellent,6 cylinders,gas,,clean,automatic,,rwd,,sedan,,,nc,35.9734,-80.0107
south jersey,1299,2011.0,kia,rio,,4 cylinders,gas,239457.0,,automatic,KNADH4A38B6737227,fwd,,sedan,silver,,nj,40.083,-74.168
south jersey,6999,2001.0,ram,1500,,8 cylinders,gas,69357.0,,automatic,3B7HC13Y11G733009,rwd,,,,,nj,40.083,-74.168
south jersey,299,2006.0,toyota,camry solara convertible,excellent,6 cylinders,gas,178534.0,clean,automatic,,fwd,,convertible,red,,nj,40.068000000000005,-74.8454
greensboro,4700,2005.0,chevrolet,colorado z85,excellent,6 cylinders,gas,209000.0,clean,automatic,1GCCS136458110054,rwd,mid-size,truck,blue,,nc,36.0346,-79.7906
richmond,0,2014.0,nissan,leaf,,,other,12478.0,clean,automatic,1N4AZ0CP1EC332298,fwd,,hatchback,silver,,va,38.5114,-77.3689
greensboro,22900,2012.0,chevrolet,silverado,,,gas,133000.0,clean,automatic,1GC1KYEG5CF181035,4wd,,pickup,,,nc,36.2768,-80.3395
greensboro,10750,2012.0,toyota,camry,,,gas,,clean,automatic,,,,,,,nc,36.144,-80.2376
greensboro,0,2013.0,bmw,335,,6 cylinders,gas,86583.0,clean,automatic,,rwd,,convertible,grey,,nc,,
denver,25000,1949.0,,1949 willy delivery,,8 cylinders,gas,,clean,automatic,,rwd,,,,,co,35.2493,-106.682
syracuse,16800,2018.0,dodge,challenger sxt,excellent,6 cylinders,gas,38981.0,clean,automatic,2C3CDZAG3JH236368,rwd,mid-size,coupe,grey,,ny,42.1013,-75.9268
syracuse,5995,2007.0,jeep,compass limited,excellent,4 cylinders,gas,85000.0,clean,automatic,1J8FF57W27D241022,4wd,full-size,SUV,black,,ny,42.0854,-76.0561
syracuse,6995,2005.0,cadillac,cts,excellent,6 cylinders,gas,55000.0,clean,automatic,1G6DP567950142078,rwd,full-size,sedan,brown,,ny,42.0854,-76.0561
richmond,6000,2006.0,,international 4300,fair,6 cylinders,diesel,,clean,automatic,,fwd,,truck,white,,va,37.4373,-77.4788
richmond,21999,2012.0,,peterbilt 386,good,6 cylinders,diesel,594000.0,clean,manual,,rwd,,truck,red,,va,37.4373,-77.4788
syracuse,5000,2009.0,gmc,sierra,fair,6 cylinders,gas,125000.0,clean,automatic,,4wd,full-size,truck,,,ny,43.0354,-76.1282
richmond,0,2017.0,dodge,grand caravan sxt,,,gas,27461.0,clean,automatic,2C4RDGCG7HR605440,,,,,,va,35.8673,-78.5381
syracuse,9995,2011.0,cadillac,cts,excellent,6 cylinders,gas,101000.0,clean,automatic,1G6DG5EY3B0142700,4wd,full-size,sedan,silver,,ny,42.0854,-76.0561
greensboro,18999,2009.0,bmw,x6,,,gas,76700.0,clean,automatic,5UXFG83539LZ92530,,,SUV,,,nc,35.0515,-80.6214
greensboro,13750,2015.0,hyundai,sonata hybrid ltd,,,hybrid,,clean,automatic,,,,,,,nc,36.144,-80.2376
greensboro,11200,2015.0,dodge,charger,excellent,6 cylinders,gas,90302.0,rebuilt,automatic,2C3CDXFG6FH748775,4wd,mid-size,sedan,black,,nc,36.0777,-79.9086
richmond,6200,2006.0,honda,civic,,,gas,90253.0,clean,automatic,1HGFA16866L097692,,sub-compact,sedan,white,,va,38.5077,-77.3712
richmond,3750,1999.0,lincoln,navigator 4wd luxury,,,gas,,clean,automatic,,,,,,,va,37.3429,-77.4156
twin tiers NY/PA,7800,2016.0,kia,soul,excellent,4 cylinders,gas,,clean,automatic,,,compact,hatchback,black,,ny,41.4232,-78.5591
twin tiers NY/PA,7900,2009.0,ford,f-350,good,8 cylinders,gas,,clean,automatic,,4wd,,,black,,ny,42.0172,-76.5333
greensboro,7500,2010.0,chevrolet,traverse,,,gas,127000.0,clean,automatic,,,,,,,nc,36.4935,-79.7648
greensboro,12400,2015.0,hyundai,veloster coupe 3d,good,,gas,67345.0,clean,automatic,KMHTC6AD0FU224830,fwd,,coupe,orange,,nc,36.07,-79.82
greensboro,23900,2011.0,audi,s5 quattro premium plus,good,8 cylinders,gas,24978.0,clean,automatic,WAUCVAFR8BA044185,,,coupe,black,,nc,36.07,-79.82
greensboro,24700,2019.0,chevrolet,camaro lt convertible,good,6 cylinders,gas,16759.0,clean,other,1G1FB3DS6K0136596,rwd,,other,silver,,nc,36.07,-79.82
greensboro,6500,2012.0,kia,soul,,,gas,,clean,automatic,,,,,,,nc,36.4935,-79.7648
nashville,8995,2010.0,volkswagen,touareg,,6 cylinders,diesel,105516.0,clean,automatic,WVGFK7A93AD001076,4wd,,SUV,white,,tn,36.2185,-86.3389
south jersey,1900,2006.0,nissan,xterra,good,6 cylinders,gas,278000.0,clean,automatic,,4wd,,SUV,black,,nj,39.4129,-74.3797
greensboro,7900,2008.0,gmc,yukon,,,gas,201000.0,clean,automatic,,,,,,,nc,36.4935,-79.7648
south jersey,0,2013.0,kia,optima,,,gas,,clean,automatic,,,,,,,nj,39.9186,-75.1078
st cloud,29990,2018.0,nissan,titan,,,gas,15000.0,clean,automatic,1N6AA1E5XJN509221,,,pickup,blue,,mn,46.45,-95.1247
greensboro,2500,2005.0,ford,focus,,,gas,,clean,manual,,,,,,,nc,36.4935,-79.7648
greensboro,500,2009.0,,BUY HERE PAY HERE,like new,,gas,,clean,automatic,O,,,,,,nc,36.0036,-80.0036
greensboro,4900,2012.0,dodge,avenger,,,gas,109000.0,clean,automatic,,,,,,,nc,36.0218,-78.9478
greensboro,8200,2008.0,gmc,yukon denali awd,excellent,8 cylinders,gas,199000.0,clean,automatic,1GKFK63838J143320,4wd,full-size,SUV,,,nc,36.0344,-79.7908
greensboro,3995,2012.0,nissan,altima,,,gas,178000.0,clean,automatic,,,,,,,nc,36.0218,-78.9478
greensboro,22900,2014.0,chevrolet,camaro,,,gas,49000.0,clean,automatic,2G1FK1EJ4E9202857,,compact,coupe,blue,,nc,36.2768,-80.3395
greensboro,12500,2008.0,toyota,4runner,good,6 cylinders,gas,141098.0,clean,automatic,JTEZU14R38K019812,rwd,mid-size,SUV,grey,,nc,36.071999999999996,-79.8846
rockford,5700,2008.0,gmc,sierra,,,gas,,clean,automatic,,,,,,,il,42.2922,-89.1161
rockford,5400,2002.0,chevrolet,silverado,,,gas,,clean,automatic,,,,,,,il,42.2922,-89.1161
greensboro,15000,1991.0,dodge,stealth twin turbo,excellent,6 cylinders,gas,80082.0,clean,manual,,,,,,,nc,36.0967,-79.4298
south jersey,3995,2011.0,mazda,cx-7,,4 cylinders,gas,178250.0,clean,automatic,,fwd,mid-size,SUV,silver,,nj,40.1977,-74.2538
south jersey,999,2016.0,honda,civic lx-p,excellent,4 cylinders,gas,74420.0,clean,automatic,2HGFC4B03GH302461,,,coupe,,,nj,40.2331,-74.7642
greensboro,7850,2009.0,ford,e350 van,excellent,8 cylinders,gas,107763.0,clean,automatic,1FBNE31LX9DA79723,rwd,full-size,van,white,,nc,35.8845,-80.0521
greensboro,4300,2005.0,lexus,es 330,good,6 cylinders,gas,188927.0,clean,automatic,JTHBA30G855057396,fwd,mid-size,sedan,silver,,nc,35.8845,-80.0521
denver,4900,2011.0,chevrolet,cruze lt,good,,gas,111500.0,rebuilt,automatic,,,,,,,co,39.8983,-104.87200000000001
twin tiers NY/PA,9500,2014.0,ford,focus,excellent,4 cylinders,diesel,46000.0,clean,automatic,,fwd,,sedan,silver,,ny,42.0172,-76.5333
nashville,8995,2010.0,toyota,venza,,6 cylinders,gas,102775.0,clean,automatic,4T3ZK3BB3AU023352,fwd,,wagon,silver,,tn,36.2185,-86.3389
rockford,5300,2001.0,gmc,sierra 1500,,,gas,,clean,automatic,,,,,,,il,42.2922,-89.1161
greensboro,3200,2006.0,honda,civic,excellent,4 cylinders,gas,255390.0,clean,automatic,1HGFA16596L137821,fwd,mid-size,sedan,blue,,nc,35.8844,-80.0518
greensboro,2000,1999.0,infiniti,,excellent,4 cylinders,gas,268765.0,clean,automatic,JNKCP11A0XT013473,fwd,mid-size,sedan,,,nc,35.8945,-80.0603
south jersey,22500,1951.0,ford,f-1 pick up truck,excellent,8 cylinders,gas,,clean,manual,,4wd,full-size,pickup,blue,,nj,39.9683,-74.9533
greensboro,6200,2006.0,ford,f-150,excellent,6 cylinders,gas,69698.0,clean,automatic,1FTRF12206NB35839,rwd,full-size,truck,custom,,nc,35.8845,-80.0521
st cloud,3990,2006.0,buick,lacrosse,,,gas,175000.0,clean,automatic,2G4WE587661162279,,,,white,,mn,46.45,-95.1247
rockford,3800,2012.0,ford,focus,good,4 cylinders,gas,130323.0,clean,automatic,,fwd,sub-compact,sedan,black,,il,42.2634,-89.0293
greensboro,3300,2011.0,kia,soul,good,4 cylinders,gas,188963.0,clean,manual,KNDJT2A15B7736232,fwd,compact,SUV,black,,nc,35.8845,-80.0521
greensboro,5500,2004.0,gmc,yukon,excellent,8 cylinders,gas,146363.0,clean,automatic,1GKEK13Z74J140910,4wd,full-size,SUV,,,nc,35.8844,-80.0519
greensboro,3700,2004.0,gmc,yukon,excellent,8 cylinders,gas,267993.0,clean,automatic,1GKEK13Z24R282308,4wd,full-size,SUV,,,nc,35.8845,-80.0519
greensboro,10400,2012.0,chevrolet,colorado,excellent,5 cylinders,gas,111871.0,clean,automatic,1gchtcfe0c8115573,4wd,mid-size,truck,red,,nc,35.8845,-80.0519
greensboro,11600,2015.0,dodge,charger pursuit,excellent,8 cylinders,gas,106489.0,clean,automatic,2C3CDXKT9FH903273,,full-size,sedan,black,,nc,35.8844,-80.0519
nashville,5495,2010.0,toyota,prius,,4 cylinders,hybrid,168606.0,clean,automatic,JTDKN3DU7A0110666,fwd,,sedan,grey,,tn,36.2185,-86.3389
greensboro,7200,2005.0,toyota,sequoia sr5,like new,8 cylinders,gas,175000.0,clean,automatic,,,full-size,SUV,,,nc,35.9359,-79.9395
greensboro,9200,2013.0,ford,e-350,good,8 cylinders,gas,214563.0,clean,automatic,1FDEE3FL5CDB33954,rwd,full-size,other,white,,nc,35.8845,-80.0521
greensboro,16300,2016.0,jeep,cherokee limited sport,good,,gas,71501.0,clean,other,1C4PJLDBXGW307112,,,other,black,,nc,36.07,-79.82
greensboro,15600,2015.0,chevrolet,equinox lt sport,good,,gas,41078.0,clean,other,2GNALBEK6F6321193,fwd,,other,,,nc,36.07,-79.82
south jersey,7473,2003.0,ram,1500 laramie,excellent,8 cylinders,gas,135189.0,clean,automatic,,4wd,mid-size,pickup,grey,,nj,39.6999,-74.8944
south jersey,2200,2001.0,chevrolet,malibu,,,gas,,clean,automatic,,,,,,,nj,40.464,-74.2742
greensboro,11250,2015.0,dodge,charger pursuit,excellent,8 cylinders,gas,104832.0,clean,automatic,2C3CDXKT1FH903251,4wd,full-size,sedan,silver,,nc,35.8844,-80.0518
greensboro,29800,2015.0,gmc,sierra 1500 crew cab slt,good,8 cylinders,gas,62084.0,clean,automatic,3GTP1VEJ9FG507719,,,pickup,brown,,nc,36.07,-79.82
greensboro,21400,2015.0,toyota,tundra double cab sr5,good,8 cylinders,gas,94807.0,clean,automatic,5TFRM5F18FX090782,,,pickup,,,nc,36.07,-79.82
greensboro,0,2015.0,ford,mustang,,8 cylinders,gas,20690.0,clean,manual,,rwd,,coupe,white,,nc,,
south jersey,5200,2007.0,toyota,prius,,4 cylinders,hybrid,133628.0,clean,automatic,,fwd,compact,sedan,black,,nj,40.1977,-74.2538
greensboro,0,2008.0,acura,tl,,,gas,124212.0,clean,automatic,19UUA66228A049511,,,sedan,,,nc,35.9961,-80.0329
greensboro,6400,2003.0,toyota,sequoia limited,excellent,8 cylinders,gas,161123.0,salvage,automatic,,4wd,full-size,SUV,black,,nc,35.9359,-79.9395
south jersey,6995,2010.0,ford,flex limited awd,excellent,6 cylinders,gas,157744.0,clean,automatic,2FMHK6DC3ABA29346,4wd,full-size,SUV,black,,nj,39.7054,-75.108
greensboro,14500,2012.0,mercedes-benz,benz e350,like new,6 cylinders,gas,75065.0,clean,automatic,,,,,,,nc,35.8955,-80.5632
greensboro,12500,2011.0,chevrolet,camaro ss,,,gas,,salvage,automatic,,,,,,,nc,36.0318,-79.4889
greensboro,3500,1997.0,toyota,avalon,good,6 cylinders,gas,213702.0,clean,automatic,4T1BF12B2VU181402,fwd,full-size,sedan,,,nc,36.071999999999996,-79.8846
greensboro,2500,1992.0,ram,3500,,,gas,,clean,automatic,,,,,,,nc,36.5,-79.759
greensboro,4995,2004.0,gmc,yukon slt,,,gas,230701.0,clean,automatic,1GKEC13Z74J262664,,,,,,nc,35.7904,-78.7717
greensboro,13999,2011.0,bmw,750xi,,,gas,88400.0,clean,automatic,WBAKC6C52BC394299,,,sedan,blue,,nc,35.0515,-80.6214
greensboro,19500,2017.0,honda,civic si coupe 2d,good,,gas,40405.0,clean,other,2HGFC3A54HH752404,fwd,,coupe,,,nc,36.07,-79.82
greensboro,19000,2015.0,ford,mustang ecoboost coupe 2d,good,,gas,44539.0,clean,automatic,1FA6P8TH0F5335914,rwd,,coupe,blue,,nc,36.07,-79.82
greensboro,20100,2012.0,audi,s5 quattro coupe 2d,good,8 cylinders,gas,79875.0,clean,automatic,WAUCVAFR1CA002572,,,coupe,blue,,nc,36.07,-79.82
south jersey,9000,1970.0,ford,mustang,excellent,8 cylinders,gas,,clean,automatic,,,,coupe,grey,,nj,39.7993,-75.1536
south jersey,7995,2013.0,nissan,rogue,,4 cylinders,gas,86875.0,clean,automatic,,4wd,compact,SUV,blue,,nj,40.1977,-74.2538
greensboro,30300,2017.0,ford,f150 supercrew cab xlt,good,6 cylinders,gas,30339.0,clean,automatic,1FTEW1EP8HFA39914,4wd,,pickup,brown,,nc,36.07,-79.82
greensboro,19700,2017.0,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,35807.0,clean,other,1G1FA1RS2H0212999,rwd,,coupe,black,,nc,36.07,-79.82
greensboro,14400,2012.0,honda,accord ex-l coupe 2d,good,6 cylinders,gas,52199.0,clean,other,1HGCS2B89CA007101,fwd,,coupe,red,,nc,36.07,-79.82
greensboro,21400,2017.0,chevrolet,camaro lt coupe 2d,good,,gas,18254.0,clean,other,1G1FA1RX0H0180601,rwd,,coupe,red,,nc,36.07,-79.82
richmond,0,2014.0,chevrolet,silverado 1500,excellent,6 cylinders,gas,143559.0,clean,automatic,1GCNCPEH0EZ135809,rwd,mid-size,truck,,,va,37.6237,-77.3074
greensboro,2800,2003.0,volkswagen,golf,good,4 cylinders,gas,129000.0,clean,automatic,9BWGK61J334038621,fwd,full-size,hatchback,blue,,nc,36.0344,-79.7908
greensboro,16700,2017.0,chevrolet,equinox ls sport,good,,gas,17673.0,clean,automatic,2GNFLEEK9H6162891,,,other,black,,nc,36.07,-79.82
greensboro,14998,2016.0,buick,verano 4dr sdn sport touring,,4 cylinders,,,clean,automatic,1G4PW5SKXG4132450,fwd,,sedan,custom,,nc,36.0,-80.0
greensboro,13987,2017.0,kia,sportage,,4 cylinders,gas,62789.0,clean,automatic,KNDPM3AC5H7113832,fwd,,SUV,red,,nc,35.8353,-80.2427
greensboro,21900,2017.0,buick,envision,,4 cylinders,gas,28450.0,clean,automatic,LRBFXCSAXHD009160,4wd,,SUV,brown,,nc,35.8353,-80.2427
greensboro,46700,2016.0,chevrolet,silverado 2500hd,,8 cylinders,diesel,47896.0,clean,automatic,1GC1KWE89GF248531,4wd,,truck,red,,nc,35.8353,-80.2427
greensboro,22487,2015.0,ram,2500,,8 cylinders,gas,121802.0,clean,automatic,3C6UR5DJXFG670416,4wd,,truck,white,,nc,35.8353,-80.2427
greensboro,15987,2013.0,ford,explorer,,6 cylinders,gas,64011.0,clean,automatic,1FM5K7D86DGC43104,fwd,,SUV,red,,nc,35.8353,-80.2427
greensboro,4200,2006.0,jeep,grand cherokee,excellent,6 cylinders,gas,215000.0,clean,automatic,1J4GR48K86C277840,4wd,full-size,SUV,white,,nc,36.0344,-79.7908
richmond,0,2015.0,ford,explorer,,,gas,70250.0,clean,automatic,1FM5K8D85FGB55055,,,SUV,,,va,38.2571,-77.4957
greensboro,4500,2002.0,jeep,grand cherokee,,,gas,,clean,automatic,,,,,,,nc,35.6196,-80.0959
greensboro,12700,2012.0,jeep,patriot latitude sport,good,,gas,73602.0,clean,automatic,1C4NJRFB3CD683647,4wd,,other,,,nc,36.07,-79.82
greensboro,23400,2015.0,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,65007.0,clean,other,1GTR1UEC1FZ251967,,,pickup,black,,nc,36.07,-79.82
greensboro,23800,2016.0,ford,f150 supercrew cab xlt,good,6 cylinders,gas,56689.0,clean,other,1FTEW1CP9GFA58084,,,pickup,black,,nc,36.07,-79.82
richmond,2800,2008.0,dodge,caravan,,,gas,,clean,automatic,,,,,,,va,37.5505,-77.4907
greensboro,3600,2006.0,mazda,3,,,gas,,clean,manual,,,,,,,nc,35.6196,-80.0959
greensboro,7877,2008.0,nissan,armada,excellent,8 cylinders,gas,177225.0,clean,automatic,,rwd,,,white,,nc,36.022,-79.7821
greensboro,4877,2012.0,chevrolet,cruze,excellent,4 cylinders,gas,163261.0,clean,automatic,,fwd,,sedan,white,,nc,36.022,-79.7821
greensboro,20900,2014.0,ford,f150 super cab xl pickup 4d,good,6 cylinders,gas,46438.0,clean,other,1FTFX1ET2EFB10907,4wd,,pickup,silver,,nc,36.07,-79.82
nashville,19000,1973.0,chevrolet,corvette,,,gas,,clean,automatic,,,,,,,tn,36.9687,-84.0419
south jersey,2800,2005.0,toyota,camry se,good,4 cylinders,gas,198000.0,clean,automatic,4T1BE32K35U505777,fwd,mid-size,sedan,grey,,nj,39.8097,-75.2082
greensboro,13800,2014.0,ford,escape se sport utility 4d,good,,gas,54536.0,clean,automatic,1FMCU0GX7EUC91791,,,other,silver,,nc,36.07,-79.82
nashville,2995,1997.0,chevrolet,g-1500,good,8 cylinders,gas,,clean,automatic,,rwd,,,blue,,tn,36.076,-87.3995
greensboro,22100,2011.0,audi,s5 quattro premium plus,good,8 cylinders,gas,49254.0,clean,automatic,WAUCVAFR9BA083500,,,coupe,white,,nc,36.07,-79.82
richmond,3500,2004.0,ford,e250 van,good,8 cylinders,gas,167000.0,clean,automatic,,rwd,full-size,van,white,,va,37.4638,-77.398
greensboro,26400,2017.0,mercedes-benz,c-class c 300,good,,gas,34798.0,clean,automatic,WDDWJ4JB5HF410001,rwd,,coupe,black,,nc,36.07,-79.82
greensboro,25895,2015.0,chevrolet,silverado 1500 lt,,,gas,,clean,automatic,,,,,,,nc,35.9127,-80.0597
south jersey,10500,1970.0,chevrolet,,,,gas,,clean,automatic,,,,,,,nj,40.518,-74.8453
richmond,6995,2007.0,jeep,grand cherokee laredo,,,gas,169000.0,clean,automatic,,,,,,,va,38.1574,-79.0651
south jersey,26900,2009.0,ford,f-550 chassis,,8 cylinders,diesel,47677.0,clean,other,1FDAF57R49EA61089,4wd,,other,red,,nj,,
south jersey,2175,2001.0,saturn,sl2,like new,4 cylinders,gas,73000.0,clean,automatic,,fwd,compact,sedan,green,,nj,39.4066,-74.6729
south jersey,0,2012.0,kia,,,,gas,,clean,automatic,,,,,,,nj,40.068000000000005,-74.8454
greensboro,20900,2017.0,mazda,cx-5 touring sport utility,good,,gas,24827.0,clean,automatic,JM3KFACL4H0196577,fwd,,other,silver,,nc,36.07,-79.82
south jersey,13850,2017.0,honda,accord sport,excellent,4 cylinders,gas,7000.0,rebuilt,automatic,1HGCR2F57HA124906,fwd,mid-size,sedan,silver,,nj,39.9218,-75.2876
greensboro,12400,2015.0,hyundai,veloster coupe 3d,good,,gas,67345.0,clean,automatic,KMHTC6AD0FU224830,fwd,,coupe,orange,,nc,36.07,-79.82
greensboro,16700,2014.0,chevrolet,camaro ls coupe 2d,good,6 cylinders,gas,68327.0,clean,other,2G1FE1E30E9201276,rwd,,coupe,black,,nc,36.07,-79.82
greensboro,17600,2017.0,volkswagen,tiguan 2.0t sport suv,good,,gas,46139.0,clean,automatic,WVGTV7AX9HK041158,fwd,,other,white,,nc,36.07,-79.82
greensboro,13900,2016.0,hyundai,sonata sedan 4d,good,,gas,41765.0,clean,automatic,5NPE24AF7GH346294,fwd,,sedan,white,,nc,36.07,-79.82
greensboro,12400,2018.0,nissan,sentra s sedan 4d,good,,gas,41168.0,clean,other,3N1AB7AP5JY314014,fwd,,sedan,silver,,nc,36.07,-79.82
greensboro,17000,2018.0,toyota,corolla le sedan 4d,good,,gas,5341.0,clean,other,2T1BURHE6JC080266,fwd,,sedan,grey,,nc,36.07,-79.82
greensboro,12400,2018.0,nissan,sentra s sedan 4d,good,,gas,41168.0,clean,other,3N1AB7AP5JY314014,fwd,,sedan,silver,,nc,36.07,-79.82
greensboro,8400,2013.0,,smart fortwo Passion Hatchback,good,,gas,59885.0,clean,automatic,WMEEJ3BA2DK616529,rwd,,coupe,silver,,nc,36.07,-79.82
greensboro,13900,2016.0,hyundai,sonata sedan 4d,good,,gas,41765.0,clean,automatic,5NPE24AF7GH346294,fwd,,sedan,white,,nc,36.07,-79.82
greensboro,17700,2014.0,chevrolet,impala ltz sedan 4d,good,6 cylinders,gas,79123.0,clean,other,2G1155S33E9122710,fwd,,sedan,,,nc,36.07,-79.82
greensboro,16300,2017.0,nissan,altima 2.5 sv sedan 4d,good,,gas,17473.0,clean,automatic,1N4AL3AP5HC128291,fwd,,sedan,silver,,nc,36.07,-79.82
greensboro,22300,2017.0,infiniti,q50 3.0t premium sedan,good,6 cylinders,gas,37320.0,clean,automatic,JN1EV7AP0HM734432,rwd,,sedan,,,nc,36.07,-79.82
greensboro,14000,2016.0,chrysler,200 limited sedan 4d,good,,gas,12020.0,clean,other,1C3CCCAB7GN145771,fwd,,sedan,white,,nc,36.07,-79.82
greensboro,15500,2017.0,nissan,rogue sv sport utility 4d,good,,gas,55142.0,clean,automatic,5N1AT2MV1HC853297,,,hatchback,silver,,nc,36.07,-79.82
greensboro,20900,2019.0,nissan,rogue sv sport utility 4d,good,,gas,16913.0,clean,automatic,KNMAT2MVXKP524621,,,hatchback,black,,nc,36.07,-79.82
greensboro,13700,2016.0,ford,focus se hatchback 4d,good,,other,25134.0,clean,automatic,1FADP3K24GL241233,fwd,,hatchback,blue,,nc,36.07,-79.82
lincoln,16988,2004.0,chevrolet,silverado k2500hd,,,gas,,clean,automatic,1GCHK23244F249166,,,,,,ne,41.1345,-96.2458
greensboro,14700,2017.0,chevrolet,cruze lt sedan 4d,good,,gas,21345.0,clean,other,1G1BE5SM4H7111492,fwd,,sedan,black,,nc,36.07,-79.82
greensboro,12700,2011.0,toyota,prius two hatchback 4d,good,,gas,69095.0,clean,automatic,JTDKN3DU7B1405679,fwd,,hatchback,silver,,nc,36.07,-79.82
greensboro,14000,2018.0,toyota,yaris ia sedan 4d,good,,gas,26102.0,clean,other,3MYDLBYV2JY312138,fwd,,sedan,blue,,nc,36.07,-79.82
greensboro,13800,2014.0,mazda,mazda3 i sport hatchback,good,,gas,48264.0,clean,other,JM1BM1K70E1132822,fwd,,hatchback,black,,nc,36.07,-79.82
greensboro,14000,2017.0,volkswagen,jetta 1.4t s sedan 4d,good,,gas,30409.0,clean,automatic,3VW2B7AJ1HM387229,fwd,,sedan,blue,,nc,36.07,-79.82
greensboro,19500,2016.0,infiniti,qx50 sport utility 4d,good,6 cylinders,gas,44137.0,clean,automatic,JN1BJ0RP4GM232080,rwd,,hatchback,white,,nc,36.07,-79.82
greensboro,14900,2017.0,hyundai,sonata se sedan 4d,good,,gas,20426.0,clean,automatic,5NPE24AF3HH466370,fwd,,sedan,blue,,nc,36.07,-79.82
greensboro,13900,2016.0,chevrolet,trax lt sport utility,good,,gas,41160.0,clean,other,3GNCJPSB8GL278764,,,hatchback,silver,,nc,36.07,-79.82
greensboro,17000,2017.0,chevrolet,volt lt hatchback 4d,good,,gas,35864.0,clean,other,1G1RA6S55HU171758,fwd,,hatchback,black,,nc,36.07,-79.82
greensboro,17000,2018.0,toyota,corolla le sedan 4d,good,,gas,5341.0,clean,other,2T1BURHE6JC080266,fwd,,sedan,grey,,nc,36.07,-79.82
nashville,14890,2007.0,chevrolet,silverado,,,gas,88639.0,clean,automatic,1GCHC29K77E529873,fwd,,pickup,,,tn,36.2259,-86.541
greensboro,22900,2015.0,audi,a5 premium coupe 2d,good,,gas,24924.0,clean,automatic,WAUCFAFR2FA049482,,,coupe,black,,nc,36.07,-79.82
richmond,25995,2007.0,ram,3500,,,diesel,130000.0,clean,manual,,,,,,,va,38.1574,-79.0651
greensboro,23000,2013.0,chevrolet,avalanche black,good,8 cylinders,gas,82260.0,clean,other,3GNMCFE03DG126916,,,pickup,black,,nc,36.07,-79.82
greensboro,12900,2016.0,volkswagen,tiguan 2.0t s sport,good,,gas,62384.0,clean,automatic,WVGAV7AX7GW601919,fwd,,SUV,white,,nc,36.07,-79.82
greensboro,14400,2014.0,honda,accord lx-s coupe 2d,good,,gas,65399.0,clean,automatic,1HGCT1B38EA009632,fwd,,coupe,black,,nc,36.07,-79.82
